Navn;Kodeverdi;Eier;Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gyldig til;ID;Mer generelt begrep;Ekstern id
Fitjar;4615;Kartverket;Gyldig;02.01.2023;1;Fitjar;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4615;;
Fitjar;1222;Kartverket;Tilbaketrukket;02.01.2023;1;Fitjar;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1222;;
Fjaler;4646;Kartverket;Gyldig;02.01.2023;1;Fjaler;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4646;;
Fjaler;1429;Kartverket;Tilbaketrukket;02.01.2023;1;Fjaler;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1429;;
Fjell;1246;Kartverket;Tilbaketrukket;02.01.2023;1;Fjell;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1246;;
Fjord;1578;Kartverket;Gyldig;02.01.2023;1;Fjord;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1578;;
Flakstad;1859;Kartverket;Gyldig;02.01.2023;1;Flakstad;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1859;;
Flatanger;1749;Kartverket;Tilbaketrukket;02.01.2023;1;Flatanger;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1749;;
Flatanger;5049;Kartverket;Gyldig;02.01.2023;1;Flatanger;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5049;;
Flekkefjord;4207;Kartverket;Gyldig;02.01.2023;1;Flekkefjord;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4207;;
Flekkefjord;1004;Kartverket;Tilbaketrukket;02.01.2023;1;Flekkefjord;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1004;;
Flesberg;0631;Kartverket;Tilbaketrukket;02.01.2023;1;Flesberg;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0631;;
Flesberg;3050;Kartverket;Tilbaketrukket;02.01.2023;1;Flesberg;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3050;;
Flesberg;3334;Kartverket;Gyldig;02.01.2023;1;Flesberg;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3334;;
Flora;1401;Kartverket;Tilbaketrukket;02.01.2023;1;Flora;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1401;;
Flå;0615;Kartverket;Tilbaketrukket;02.01.2023;1;Flå;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0615;;
Flå;3039;Kartverket;Tilbaketrukket;02.01.2023;1;Flå;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3039;;
Flå;3320;Kartverket;Gyldig;02.01.2023;1;Flå;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3320;;
Folldal;3429;Kartverket;Gyldig;02.01.2023;1;Folldal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3429;;
Folldal;0439;Kartverket;Tilbaketrukket;02.01.2023;1;Folldal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0439;;
Forsand;1129;Kartverket;Tilbaketrukket;02.01.2023;1;Forsand;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1129;;
Fosnes;1748;Kartverket;Tilbaketrukket;02.01.2023;1;Fosnes;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1748;;
Fosnes;5048;Kartverket;Tilbaketrukket;02.01.2023;1;Fosnes;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5048;;
Fredrikstad;3107;Kartverket;Gyldig;02.01.2023;1;Fredrikstad;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3107;;
Fredrikstad;3004;Kartverket;Tilbaketrukket;02.01.2023;1;Fredrikstad;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3004;;
Fredrikstad;0106;Kartverket;Tilbaketrukket;02.01.2023;1;Fredrikstad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0106;;
Fredrikstad;0103;Kartverket;Tilbaketrukket;02.01.2023;1;Fredrikstad;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0103;;
Frei;1556;Kartverket;Tilbaketrukket;02.01.2023;1;Frei;;31.12.2007 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1556;;
Frogn;3022;Kartverket;Tilbaketrukket;02.01.2023;1;Frogn;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3022;;
Frogn;0215;Kartverket;Tilbaketrukket;02.01.2023;1;Frogn;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0215;;
Frogn;3214;Kartverket;Gyldig;02.01.2023;1;Frogn;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3214;;
Froland;0919;Kartverket;Tilbaketrukket;02.01.2023;1;Froland;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0919;;
Froland;4214;Kartverket;Gyldig;02.01.2023;1;Froland;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4214;;
Frosta;1717;Kartverket;Tilbaketrukket;02.01.2023;1;Frosta;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1717;;
Frosta;5036;Kartverket;Gyldig;02.01.2023;1;Frosta;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5036;;
Fræna;1548;Kartverket;Tilbaketrukket;02.01.2023;1;Fræna;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1548;;
Frøya;1620;Kartverket;Tilbaketrukket;02.01.2023;1;Frøya;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1620;;
Frøya;5014;Kartverket;Gyldig;02.01.2023;1;Frøya;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5014;;
Fusa;1241;Kartverket;Tilbaketrukket;02.01.2023;1;Fusa;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1241;;
Fyresdal;4032;Kartverket;Gyldig;02.01.2023;1;Fyresdal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4032;;
Fyresdal;3823;Kartverket;Tilbaketrukket;02.01.2023;1;Fyresdal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3823;;
Fyresdal;0831;Kartverket;Tilbaketrukket;02.01.2023;1;Fyresdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0831;;
Færder;3811;Kartverket;Tilbaketrukket;02.01.2023;1;Færder;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3811;;
Færder;3911;Kartverket;Gyldig;02.01.2023;1;Færder;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3911;;
Færder;0729;Kartverket;Tilbaketrukket;02.01.2023;1;Færder;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0729;;
Førde;1432;Kartverket;Tilbaketrukket;02.01.2023;1;Førde;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1432;;
Gáivuotna - Kåfjord - Kaivuono;5540;Kartverket;Gyldig;02.01.2023;1;Gáivuotna - Kåfjord - Kaivuono;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5540;;
Gáivuotna – Kåfjord – Kaivuono;5426;Kartverket;Tilbaketrukket;02.01.2023;1;Gáivuotna – Kåfjord – Kaivuono;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5426;;
Gáivuotna – Kåfjord – Kaivuono;1940;Kartverket;Tilbaketrukket;02.01.2023;1;Gáivuotna – Kåfjord – Kaivuono;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1940;;
Gamvik;2023;Kartverket;Tilbaketrukket;02.01.2023;1;Gamvik;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2023;;
Gamvik;5439;Kartverket;Tilbaketrukket;02.01.2023;1;Gamvik;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5439;;
Gamvik;5626;Kartverket;Gyldig;02.01.2023;1;Gamvik;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5626;;
Gaular;1430;Kartverket;Tilbaketrukket;02.01.2023;1;Gaular;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1430;;
Gausdal;0522;Kartverket;Tilbaketrukket;02.01.2023;1;Gausdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0522;;
Gausdal;3441;Kartverket;Gyldig;02.01.2023;1;Gausdal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3441;;
Gildeskål;1838;Kartverket;Gyldig;02.01.2023;1;Gildeskål;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1838;;
Giske;1532;Kartverket;Gyldig;02.01.2023;1;Giske;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1532;;
Gjemnes;1557;Kartverket;Gyldig;02.01.2023;1;Gjemnes;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1557;;
Gjerdrum;3230;Kartverket;Gyldig;02.01.2023;1;Gjerdrum;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3230;;
Gjerdrum;3032;Kartverket;Tilbaketrukket;02.01.2023;1;Gjerdrum;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3032;;
Gjerdrum;0234;Kartverket;Tilbaketrukket;02.01.2023;1;Gjerdrum;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0234;;
Gjerstad;0911;Kartverket;Tilbaketrukket;02.01.2023;1;Gjerstad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0911;;
Gjerstad;4211;Kartverket;Gyldig;02.01.2023;1;Gjerstad;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4211;;
Gjesdal;1122;Kartverket;Gyldig;02.01.2023;1;Gjesdal;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1122;;
Gjøvik;3407;Kartverket;Gyldig;02.01.2023;1;Gjøvik;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3407;;
Gjøvik;0502;Kartverket;Tilbaketrukket;02.01.2023;1;Gjøvik;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0502;;
Gloppen;1445;Kartverket;Tilbaketrukket;02.01.2023;1;Gloppen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1445;;
Gloppen;4650;Kartverket;Gyldig;02.01.2023;1;Gloppen;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4650;;
Gol;3324;Kartverket;Gyldig;02.01.2023;1;Gol;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3324;;
Gol;3041;Kartverket;Tilbaketrukket;02.01.2023;1;Gol;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3041;;
Gol;0617;Kartverket;Tilbaketrukket;02.01.2023;1;Gol;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0617;;
Gran;0534;Kartverket;Tilbaketrukket;02.01.2023;1;Gran;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0534;;
Gran;3446;Kartverket;Gyldig;02.01.2023;1;Gran;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3446;;
Grane;1825;Kartverket;Gyldig;02.01.2023;1;Grane;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1825;;
Granvin;1234;Kartverket;Tilbaketrukket;02.01.2023;1;Granvin;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1234;;
Gratangen;5516;Kartverket;Gyldig;02.01.2023;1;Gratangen;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5516;;
Gratangen;5414;Kartverket;Tilbaketrukket;02.01.2023;1;Gratangen;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5414;;
Gratangen;1919;Kartverket;Tilbaketrukket;02.01.2023;1;Gratangen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1919;;
Grimstad;4202;Kartverket;Gyldig;02.01.2023;1;Grimstad;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4202;;
Grimstad;0904;Kartverket;Tilbaketrukket;02.01.2023;1;Grimstad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0904;;
Grong;5045;Kartverket;Gyldig;02.01.2023;1;Grong;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5045;;
Grong;1742;Kartverket;Tilbaketrukket;02.01.2023;1;Grong;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1742;;
Grue;3417;Kartverket;Gyldig;02.01.2023;1;Grue;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3417;;
Grue;0423;Kartverket;Tilbaketrukket;02.01.2023;1;Grue;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0423;;
Gulen;1411;Kartverket;Tilbaketrukket;02.01.2023;1;Gulen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1411;;
Gulen;4635;Kartverket;Gyldig;02.01.2023;1;Gulen;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4635;;
Guovdageaidnu - Kautokeino;5612;Kartverket;Gyldig;02.01.2023;1;Guovdageaidnu - Kautokeino;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5612;;
Guovdageaidnu – Kautokeino;2011;Kartverket;Tilbaketrukket;02.01.2023;1;Guovdageaidnu – Kautokeino;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2011;;
Guovdageaidnu – Kautokeino;5430;Kartverket;Tilbaketrukket;02.01.2023;1;Guovdageaidnu – Kautokeino;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5430;;
Hábmer – Hamarøy;1875;Kartverket;Gyldig;02.01.2023;1;Hábmer – Hamarøy;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1875;;
Hadsel;1866;Kartverket;Gyldig;02.01.2023;1;Hadsel;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1866;;
Halden;3001;Kartverket;Tilbaketrukket;02.01.2023;1;Halden;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3001;;
Halden;3101;Kartverket;Gyldig;02.01.2023;1;Halden;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3101;;
Halden;0101;Kartverket;Tilbaketrukket;02.01.2023;1;Halden;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0101;;
Halsa;1571;Kartverket;Tilbaketrukket;02.01.2023;1;Halsa;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1571;;
Hamar;3403;Kartverket;Gyldig;02.01.2023;1;Hamar;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3403;;
Hamar;0403;Kartverket;Tilbaketrukket;02.01.2023;1;Hamar;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0403;;
Hamar;0401;Kartverket;Tilbaketrukket;02.01.2023;1;Hamar;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0401;;
Hamarøy – Hábmer;1849;Kartverket;Tilbaketrukket;02.01.2023;1;Hamarøy – Hábmer;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1849;;
Hammerfest;2004;Kartverket;Tilbaketrukket;02.01.2023;1;Hammerfest;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2004;;
Hammerfest;2001;Kartverket;Tilbaketrukket;02.01.2023;1;Hammerfest;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2001;;
Hammerfest - Hámmerfeasta;5603;Kartverket;Gyldig;02.01.2023;1;Hammerfest - Hámmerfeasta;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5603;;
Hammerfest – Hámmerfeasta;5406;Kartverket;Tilbaketrukket;02.01.2023;1;Hammerfest – Hámmerfeasta;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5406;;
Haram;1534;Kartverket;Tilbaketrukket;02.01.2023;1;Haram;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1534;;
Haram;1580;Kartverket;Gyldig;02.01.2023;1;Haram;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1580;;
Hareid;1517;Kartverket;Gyldig;02.01.2023;1;Hareid;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1517;;
Harstad;1901;Kartverket;Tilbaketrukket;02.01.2023;1;Harstad;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1901;;
Harstad - Hárstták;5503;Kartverket;Gyldig;02.01.2023;1;Harstad - Hárstták;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5503;;
Harstad – Hárstták;5402;Kartverket;Tilbaketrukket;02.01.2023;1;Harstad – Hárstták;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5402;;
Harstad – Hárstták;1903;Kartverket;Tilbaketrukket;02.01.2023;1;Harstad – Hárstták;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1903;;
Hasvik;2015;Kartverket;Tilbaketrukket;02.01.2023;1;Hasvik;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2015;;
Hasvik;5433;Kartverket;Tilbaketrukket;02.01.2023;1;Hasvik;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5433;;
Hasvik;5616;Kartverket;Gyldig;02.01.2023;1;Hasvik;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5616;;
Haugesund;1106;Kartverket;Gyldig;02.01.2023;1;Haugesund;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1106;;
Hedrum;0727;Kartverket;Tilbaketrukket;02.01.2023;1;Hedrum;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0727;;
Heim;5055;Kartverket;Gyldig;02.01.2023;1;Heim;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5055;;
Hemne;5011;Kartverket;Tilbaketrukket;02.01.2023;1;Hemne;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5011;;
Hemne;1612;Kartverket;Tilbaketrukket;02.01.2023;1;Hemne;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1612;;
Hemnes;1832;Kartverket;Gyldig;02.01.2023;1;Hemnes;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1832;;
Hemsedal;3042;Kartverket;Tilbaketrukket;02.01.2023;1;Hemsedal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3042;;
Hemsedal;3326;Kartverket;Gyldig;02.01.2023;1;Hemsedal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3326;;
Hemsedal;0618;Kartverket;Tilbaketrukket;02.01.2023;1;Hemsedal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0618;;
Herøy i Møre og Romsdal;1515;Kartverket;Gyldig;02.01.2023;1;Herøy i Møre og Romsdal;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1515;;
Herøy i Nordland;1818;Kartverket;Gyldig;02.01.2023;1;Herøy i Nordland;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1818;;
Hisøy;0922;Kartverket;Tilbaketrukket;02.01.2023;1;Hisøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0922;;
Hitra;5013;Kartverket;Tilbaketrukket;02.01.2023;1;Hitra;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5013;;
Hitra;5056;Kartverket;Gyldig;02.01.2023;1;Hitra;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5056;;
Hitra;1617;Kartverket;Tilbaketrukket;02.01.2023;1;Hitra;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1617;;
Hjartdal;4024;Kartverket;Gyldig;02.01.2023;1;Hjartdal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4024;;
Hjartdal;3819;Kartverket;Tilbaketrukket;02.01.2023;1;Hjartdal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3819;;
Hjartdal;0827;Kartverket;Tilbaketrukket;02.01.2023;1;Hjartdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0827;;
Hjelmeland;1133;Kartverket;Gyldig;02.01.2023;1;Hjelmeland;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1133;;
Hobøl;0138;Kartverket;Tilbaketrukket;02.01.2023;1;Hobøl;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0138;;
Hof;0714;Kartverket;Tilbaketrukket;02.01.2023;1;Hof;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0714;;
Hol;3330;Kartverket;Gyldig;02.01.2023;1;Hol;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3330;;
Hol;0620;Kartverket;Tilbaketrukket;02.01.2023;1;Hol;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0620;;
Hol;3044;Kartverket;Tilbaketrukket;02.01.2023;1;Hol;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3044;;
Hole;3310;Kartverket;Gyldig;02.01.2023;1;Hole;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3310;;
Hole;3038;Kartverket;Tilbaketrukket;02.01.2023;1;Hole;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3038;;
