Navn;Kodeverdi;Eier;Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gyldig til;ID;Mer generelt begrep;Ekstern id
Hole;0612;Kartverket;Tilbaketrukket;02.01.2023;1;Hole;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0612;;
Holmestrand;3802;Kartverket;Tilbaketrukket;02.01.2023;1;Holmestrand;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3802;;
Holmestrand;0702;Kartverket;Tilbaketrukket;02.01.2023;1;Holmestrand;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0702;;
Holmestrand;3903;Kartverket;Gyldig;02.01.2023;1;Holmestrand;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3903;;
Holmestrand;0715;Kartverket;Tilbaketrukket;02.01.2023;1;Holmestrand;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0715;;
Holtålen;1644;Kartverket;Tilbaketrukket;02.01.2023;1;Holtålen;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1644;;
Holtålen;5026;Kartverket;Gyldig;02.01.2023;1;Holtålen;01.01.2018 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5026;;
Hopen;2131;Kartverket;Tilbaketrukket;02.01.2023;1;Hopen;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2131;;
Hornindal;1444;Kartverket;Tilbaketrukket;02.01.2023;1;Hornindal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1444;;
Horten;0701;Kartverket;Tilbaketrukket;02.01.2023;1;Horten;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0701;;
Horten;0703;Kartverket;Tilbaketrukket;02.01.2023;1;Horten;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0703;;
Horten;3901;Kartverket;Gyldig;02.01.2023;1;Horten;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3901;;
Horten;3801;Kartverket;Tilbaketrukket;02.01.2023;1;Horten;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3801;;
Hurdal;0239;Kartverket;Tilbaketrukket;02.01.2023;1;Hurdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0239;;
Hurdal;3242;Kartverket;Gyldig;02.01.2023;1;Hurdal;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3242;;
Hurdal;3037;Kartverket;Tilbaketrukket;02.01.2023;1;Hurdal;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3037;;
Hurum;0628;Kartverket;Tilbaketrukket;02.01.2023;1;Hurum;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0628;;
Hustadvika;1579;Kartverket;Gyldig;02.01.2023;1;Hustadvika;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1579;;
Hvaler;3011;Kartverket;Tilbaketrukket;02.01.2023;1;Hvaler;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3011;;
Hvaler;3110;Kartverket;Gyldig;02.01.2023;1;Hvaler;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3110;;
Hvaler;0111;Kartverket;Tilbaketrukket;02.01.2023;1;Hvaler;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0111;;
Hyllestad;4637;Kartverket;Gyldig;02.01.2023;1;Hyllestad;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4637;;
Hyllestad;1413;Kartverket;Tilbaketrukket;02.01.2023;1;Hyllestad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1413;;
Hægebostad;1034;Kartverket;Tilbaketrukket;02.01.2023;1;Hægebostad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1034;;
Hægebostad;4226;Kartverket;Gyldig;02.01.2023;1;Hægebostad;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4226;;
Høyanger;4638;Kartverket;Gyldig;02.01.2023;1;Høyanger;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4638;;
Høyanger;1416;Kartverket;Tilbaketrukket;02.01.2023;1;Høyanger;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1416;;
Høylandet;1743;Kartverket;Tilbaketrukket;02.01.2023;1;Høylandet;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1743;;
Høylandet;5046;Kartverket;Gyldig;02.01.2023;1;Høylandet;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5046;;
Hå;1119;Kartverket;Gyldig;02.01.2023;1;Hå;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1119;;
Ibestad;5413;Kartverket;Tilbaketrukket;02.01.2023;1;Ibestad;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5413;;
Ibestad;5514;Kartverket;Gyldig;02.01.2023;1;Ibestad;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5514;;
Ibestad;1917;Kartverket;Tilbaketrukket;02.01.2023;1;Ibestad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1917;;
Inderøy;5053;Kartverket;Gyldig;02.01.2023;1;Inderøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5053;;
Inderøy;1756;Kartverket;Tilbaketrukket;02.01.2023;1;Inderøy;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1756;;
Inderøy;1729;Kartverket;Tilbaketrukket;02.01.2023;1;Inderøy;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1729;;
Indre Fosen;5054;Kartverket;Gyldig;02.01.2023;1;Indre Fosen;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5054;;
Indre Østfold;3014;Kartverket;Tilbaketrukket;02.01.2023;1;Indre Østfold;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3014;;
Indre Østfold;3118;Kartverket;Gyldig;02.01.2023;1;Indre Østfold;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3118;;
Iveland;4218;Kartverket;Gyldig;02.01.2023;1;Iveland;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4218;;
Iveland;0935;Kartverket;Tilbaketrukket;02.01.2023;1;Iveland;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0935;;
Jan Mayen;2211;Kartverket;Gyldig;02.01.2023;1;Jan Mayen;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2211;;
Jevnaker;3236;Kartverket;Gyldig;02.01.2023;1;Jevnaker;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3236;;
Jevnaker;0532;Kartverket;Tilbaketrukket;02.01.2023;1;Jevnaker;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0532;;
Jevnaker;3053;Kartverket;Tilbaketrukket;02.01.2023;1;Jevnaker;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3053;;
Jondal;1227;Kartverket;Tilbaketrukket;02.01.2023;1;Jondal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1227;;
Jølster;1431;Kartverket;Tilbaketrukket;02.01.2023;1;Jølster;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1431;;
Kárášjohka - Karasjok;5610;Kartverket;Gyldig;02.01.2023;1;Kárášjohka - Karasjok;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5610;;
Kárášjohka – Karasjok;2021;Kartverket;Tilbaketrukket;02.01.2023;1;Kárášjohka – Karasjok;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2021;;
Kárášjohka – Karasjok;5437;Kartverket;Tilbaketrukket;02.01.2023;1;Kárášjohka – Karasjok;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5437;;
Karlsøy;5423;Kartverket;Tilbaketrukket;02.01.2023;1;Karlsøy;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5423;;
Karlsøy;1936;Kartverket;Tilbaketrukket;02.01.2023;1;Karlsøy;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1936;;
Karlsøy;5534;Kartverket;Gyldig;02.01.2023;1;Karlsøy;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5534;;
Karmøy;1149;Kartverket;Gyldig;02.01.2023;1;Karmøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1149;;
Kinn;4602;Kartverket;Gyldig;02.01.2023;1;Kinn;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4602;;
Klepp;1120;Kartverket;Gyldig;02.01.2023;1;Klepp;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1120;;
Klæbu;5030;Kartverket;Tilbaketrukket;02.01.2023;1;Klæbu;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5030;;
Klæbu;1662;Kartverket;Tilbaketrukket;02.01.2023;1;Klæbu;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1662;;
Kongsberg;0604;Kartverket;Tilbaketrukket;02.01.2023;1;Kongsberg;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0604;;
Kongsberg;3006;Kartverket;Tilbaketrukket;02.01.2023;1;Kongsberg;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3006;;
Kongsberg;3303;Kartverket;Gyldig;02.01.2023;1;Kongsberg;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3303;;
Kongsvinger;0402;Kartverket;Tilbaketrukket;02.01.2023;1;Kongsvinger;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0402;;
Kongsvinger;3401;Kartverket;Gyldig;02.01.2023;1;Kongsvinger;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3401;;
Kragerø;0815;Kartverket;Tilbaketrukket;02.01.2023;1;Kragerø;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0815;;
Kragerø;3814;Kartverket;Tilbaketrukket;02.01.2023;1;Kragerø;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3814;;
Kragerø;4014;Kartverket;Gyldig;02.01.2023;1;Kragerø;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4014;;
Kristiansand;1001;Kartverket;Tilbaketrukket;02.01.2023;1;Kristiansand;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1001;;
Kristiansand;4204;Kartverket;Gyldig;02.01.2023;1;Kristiansand;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4204;;
Kristiansund;1505;Kartverket;Gyldig;02.01.2023;1;Kristiansund;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1505;;
Kristiansund;1503;Kartverket;Tilbaketrukket;02.01.2023;1;Kristiansund;;31.12.2007 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1503;;
Krødsherad;0622;Kartverket;Tilbaketrukket;02.01.2023;1;Krødsherad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0622;;
Krødsherad;3318;Kartverket;Gyldig;02.01.2023;1;Krødsherad;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3318;;
Krødsherad;3046;Kartverket;Tilbaketrukket;02.01.2023;1;Krødsherad;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3046;;
Kråkerøy;0133;Kartverket;Tilbaketrukket;02.01.2023;1;Kråkerøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0133;;
Kvalsund;2017;Kartverket;Tilbaketrukket;02.01.2023;1;Kvalsund;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2017;;
Kvam;4622;Kartverket;Gyldig;02.01.2023;1;Kvam;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4622;;
Kvam;1238;Kartverket;Tilbaketrukket;02.01.2023;1;Kvam;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1238;;
Kvinesdal;4227;Kartverket;Gyldig;02.01.2023;1;Kvinesdal;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4227;;
Kvinesdal;1037;Kartverket;Tilbaketrukket;02.01.2023;1;Kvinesdal;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1037;;
Kvinnherad;1224;Kartverket;Tilbaketrukket;02.01.2023;1;Kvinnherad;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1224;;
Kvinnherad;4617;Kartverket;Gyldig;02.01.2023;1;Kvinnherad;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4617;;
Kviteseid;4028;Kartverket;Gyldig;02.01.2023;1;Kviteseid;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4028;;
Kviteseid;3821;Kartverket;Tilbaketrukket;02.01.2023;1;Kviteseid;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3821;;
Kviteseid;0829;Kartverket;Tilbaketrukket;02.01.2023;1;Kviteseid;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0829;;
Kvitsøy;1144;Kartverket;Gyldig;02.01.2023;1;Kvitsøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1144;;
Kvæfjord;5510;Kartverket;Gyldig;02.01.2023;1;Kvæfjord;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5510;;
Kvæfjord;5411;Kartverket;Tilbaketrukket;02.01.2023;1;Kvæfjord;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5411;;
Kvæfjord;1911;Kartverket;Tilbaketrukket;02.01.2023;1;Kvæfjord;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1911;;
Kvænangen;5429;Kartverket;Tilbaketrukket;02.01.2023;1;Kvænangen;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5429;;
Kvænangen;5546;Kartverket;Gyldig;02.01.2023;1;Kvænangen;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5546;;
Kvænangen;1943;Kartverket;Tilbaketrukket;02.01.2023;1;Kvænangen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1943;;
Lardal;0728;Kartverket;Tilbaketrukket;02.01.2023;1;Lardal;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0728;;
Larvik;3909;Kartverket;Gyldig;02.01.2023;1;Larvik;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3909;;
Larvik;0707;Kartverket;Tilbaketrukket;02.01.2023;1;Larvik;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0707;;
Larvik;0712;Kartverket;Tilbaketrukket;02.01.2023;1;Larvik;01.01.2018 00:00:00;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0712;;
Larvik;3805;Kartverket;Tilbaketrukket;02.01.2023;1;Larvik;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3805;;
Larvik;0709;Kartverket;Tilbaketrukket;02.01.2023;1;Larvik;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0709;;
Lebesby;5624;Kartverket;Gyldig;02.01.2023;1;Lebesby;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5624;;
Lebesby;2022;Kartverket;Tilbaketrukket;02.01.2023;1;Lebesby;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2022;;
Lebesby;5438;Kartverket;Tilbaketrukket;02.01.2023;1;Lebesby;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5438;;
Leikanger;1419;Kartverket;Tilbaketrukket;02.01.2023;1;Leikanger;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1419;;
Leirfjord;1822;Kartverket;Gyldig;02.01.2023;1;Leirfjord;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1822;;
Leka;1755;Kartverket;Tilbaketrukket;02.01.2023;1;Leka;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1755;;
Leka;5052;Kartverket;Gyldig;02.01.2023;1;Leka;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5052;;
Leksvik;1718;Kartverket;Tilbaketrukket;02.01.2023;1;Leksvik;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1718;;
Lenvik;1931;Kartverket;Tilbaketrukket;02.01.2023;1;Lenvik;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1931;;
Lesja;3432;Kartverket;Gyldig;02.01.2023;1;Lesja;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3432;;
Lesja;0512;Kartverket;Tilbaketrukket;02.01.2023;1;Lesja;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0512;;
Levanger;5037;Kartverket;Gyldig;02.01.2023;1;Levanger;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5037;;
Levanger;1719;Kartverket;Tilbaketrukket;02.01.2023;1;Levanger;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1719;;
Lier;3049;Kartverket;Tilbaketrukket;02.01.2023;1;Lier;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3049;;
Lier;0626;Kartverket;Tilbaketrukket;02.01.2023;1;Lier;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0626;;
Lier;3312;Kartverket;Gyldig;02.01.2023;1;Lier;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3312;;
Lierne;5042;Kartverket;Gyldig;02.01.2023;1;Lierne;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5042;;
Lierne;1738;Kartverket;Tilbaketrukket;02.01.2023;1;Lierne;;01.01.2018 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1738;;
Lillehammer;0501;Kartverket;Tilbaketrukket;02.01.2023;1;Lillehammer;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0501;;
Lillehammer;3405;Kartverket;Gyldig;02.01.2023;1;Lillehammer;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3405;;
Lillesand;0926;Kartverket;Tilbaketrukket;02.01.2023;1;Lillesand;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0926;;
Lillesand;4215;Kartverket;Gyldig;02.01.2023;1;Lillesand;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4215;;
Lillestrøm;3205;Kartverket;Gyldig;02.01.2023;1;Lillestrøm;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3205;;
Lillestrøm;3030;Kartverket;Tilbaketrukket;02.01.2023;1;Lillestrøm;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3030;;
Lindesnes;4205;Kartverket;Gyldig;02.01.2023;1;Lindesnes;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4205;;
Lindesnes;1029;Kartverket;Tilbaketrukket;02.01.2023;1;Lindesnes;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1029;;
Lindås;1263;Kartverket;Tilbaketrukket;02.01.2023;1;Lindås;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1263;;
Loabák - Lavangen;5518;Kartverket;Gyldig;02.01.2023;1;Loabák - Lavangen;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5518;;
Loabák – Lavangen;5415;Kartverket;Tilbaketrukket;02.01.2023;1;Loabák – Lavangen;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5415;;
Loabák – Lavangen;1920;Kartverket;Tilbaketrukket;02.01.2023;1;Loabák – Lavangen;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1920;;
Lom;0514;Kartverket;Tilbaketrukket;02.01.2023;1;Lom;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0514;;
Lom;3434;Kartverket;Gyldig;02.01.2023;1;Lom;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3434;;
Loppa;2014;Kartverket;Tilbaketrukket;02.01.2023;1;Loppa;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/2014;;
Loppa;5614;Kartverket;Gyldig;02.01.2023;1;Loppa;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5614;;
Loppa;5432;Kartverket;Tilbaketrukket;02.01.2023;1;Loppa;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/5432;;
Lund;1112;Kartverket;Gyldig;02.01.2023;1;Lund;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1112;;
Lunner;0533;Kartverket;Tilbaketrukket;02.01.2023;1;Lunner;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/0533;;
Lunner;3234;Kartverket;Gyldig;02.01.2023;1;Lunner;01.01.2024 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3234;;
Lunner;3054;Kartverket;Tilbaketrukket;02.01.2023;1;Lunner;01.01.2020 00:00:00;31.12.2023 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/3054;;
Lurøy;1834;Kartverket;Gyldig;02.01.2023;1;Lurøy;;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1834;;
Luster;4644;Kartverket;Gyldig;02.01.2023;1;Luster;01.01.2020 00:00:00;;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/4644;;
Luster;1426;Kartverket;Tilbaketrukket;02.01.2023;1;Luster;;31.12.2019 00:00:00;https://register.geonorge.no/sosi-kodelister/inndelinger/inndelingsbase/kommunenummer/1426;;
